team_short_name,team,team_id,position,first_name,last_name,full_name,jersey_number,age,height,weight,madden_score,total_salary,signing_bonus,birthday,years_pro
ARI,Chargers,8,HB,Joshua,Kelley,Joshua Kelley,27,23,71,212,70,3300000,780000,879984000,1
ARI,Chargers,8,P,Lachlan,Edwards,Lachlan Edwards,8,29,76,209,70,1420000,0,704332800,5
ARI,Chargers,8,K,Michael,Badgley,Michael Badgley,4,26,70,183,70,1100000,0,806889600,3
ARI,Chargers,8,WR,Tyron,Johnson,Tyron Johnson,83,25,73,193,70,780000,0,821059200,2
ATL,Rams,24,ROLB,Justin,Hollins,Justin Hollins,58,25,77,248,70,2500000,0,821664000,2
ATL,Rams,24,MLB,Micah,Kiser,Micah Kiser,59,26,72,244,70,2460000,280000,790992000,3
MIA,Dolphins,12,SS,Brandon,Jones,Brandon Jones,29,23,71,191,70,3760000,1120000,891475200,1
MIA,Dolphins,12,ROLB,Brennan,Scarlett,Brennan Scarlett,57,28,76,263,70,500000,490000,744076800,5
MIA,Dolphins,12,FB,Cethan,Carter,Cethan Carter,82,25,75,248,70,12000000,0,810259200,4
MIA,Dolphins,12,FS,Clayton,Fejedelem,Clayton Fejedelem,42,28,72,205,70,5810000,2750000,738979200,5
MIA,Dolphins,12,HB,Salvon,Ahmed,Salvon Ahmed,26,22,71,196,70,780000,0,914889600,1
MIA,Dolphins,12,LG,Solomon,Kindley,Solomon Kindley,66,24,75,339,70,3300000,790000,870307200,1
MIA,Dolphins,12,LOLB,Vince,Biegel,Vince Biegel,47,28,75,246,70,960000,30000,741571200,4
MIN,Vikings,31,RE,D.J.,Wonnum,D.J. Wonnum,98,23,77,258,70,3300000,750000,878256000,1
MIN,Vikings,31,CB,Parry,Nickerson,Parry Nickerson,39,26,70,182,70,920000,0,781833600,3
ATL,Patriots,22,CB,Joejuan,Williams,Joejuan Williams,33,23,75,212,70,3490000,3110000,881366400,2
ATL,Patriots,22,WR,Marvin,Hall Jr,Marvin Hall Jr,14,28,70,190,70,850000,0,734400000,4
ATL,Saints,27,P,Blake,Gillikin,Blake Gillikin,4,23,74,196,70,2290000,0,885340800,1
ATL,Saints,27,CB,Ken,Crawley,Ken Crawley,25,28,73,180,70,850000,0,729129600,5
ATL,Saints,27,LE,Tanoh,Kpassagnon,Tanoh Kpassagnon,90,27,79,289,70,3500000,700000,771552000,4
ATL,Giants,16,LT,Andrew,Thomas,Andrew Thomas,78,22,77,315,70,2000000,30340000,916963200,1
ATL,Giants,16,HB,Corey,Clement,Corey Clement,30,26,70,220,70,850000,0,783734400,4
ATL,Giants,16,RT,Nate,Solder,Nate Solder,76,33,80,325,70,36900000,18700000,576806400,10
ATL,Jets,18,TE,Christopher,Herndon IV,Christopher Herndon IV,89,25,76,253,70,3890000,720000,825033600,3
ATL,Jets,18,LE,Jabari,Zuniga,Jabari Zuniga,92,24,75,264,70,3720000,1000000,871516800,1
MIA,Eagles,13,FS,K'Von,Wallace,K'Von Wallace,42,24,71,205,70,3300000,710000,869788800,1
MIA,Eagles,13,DT,Milton,Williams,Milton Williams,93,22,75,278,70,4030000,1080000,923356800,0
ATL,Steelers,29,LE,Chris,Wormley,Chris Wormley,95,27,77,300,70,3300000,1200000,751507200,4
ATL,Steelers,29,FB,Derek,Watt,Derek Watt,44,28,74,234,70,4740000,5000000,721094400,5
ATL,Steelers,29,HB,Jaylen,Samuels,Jaylen Samuels,38,25,72,225,70,2460000,240000,837820800,3
ATL,Steelers,29,CB,Justin,Layne,Justin Layne,31,23,74,192,70,2760000,920000,884563200,2
SFO,49ers,15,LE,Arden,Key,Arden Key,98,25,77,240,70,1120000,130000,831081600,3
SFO,49ers,15,HB,Jeff,Wilson Jr,Jeff Wilson Jr,30,25,72,215,70,1670000,0,816480000,3
SFO,49ers,15,WR,Travis,Benjamin,Travis Benjamin,17,31,70,175,70,1070000,0,630892800,8
CHI,Buccaneers,6,WR,Tyler,Johnson,Tyler Johnson,18,23,73,206,70,3300000,310000,904003200,1
ATL,Titans,30,CB,Breon,Borders,Breon Borders,39,26,72,189,70,850000,0,806371200,4
ATL,Titans,30,MLB,David,Long Jr,David Long Jr,51,24,71,227,70,2540000,160000,845078400,2
ATL,Titans,30,CB,Kristian,Fulton,Kristian Fulton,26,22,72,197,70,3540000,1790000,904780800,1
ATL,Titans,30,WR,Marcus,Johnson,Marcus Johnson,88,27,73,204,70,920000,0,776044800,5
ATL,Commanders,26,WR,Cam,Sims,Cam Sims,89,25,77,214,70,2130000,0,820886400,3
ATL,Commanders,26,WR,Dyami,Brown,Dyami Brown,2,21,73,189,70,3490000,940000,941414400,0
ATL,Commanders,26,HB,Peyton,Barber,Peyton Barber,25,27,71,225,70,2400000,600000,772675200,5
ARI,Cardinals,7,WR,KeeSean,Johnson,KeeSean Johnson,19,24,73,201,69,2530000,200000,844819200,2
ARI,Cardinals,7,DT,Xavier,Williams,Xavier Williams,70,29,74,309,69,850000,0,695692800,6
ATL,Falcons,14,LOLB,John,Cominsky,John Cominsky,50,25,77,285,69,2530000,480000,816998400,2
ATL,Falcons,14,WR,Tajae,Sharpe,Tajae Sharpe,83,26,74,194,69,850000,0,788140800,5
ATL,Ravens,25,CB,Anthony,Averett,Anthony Averett,23,26,71,184,69,2460000,680000,786153600,3
ATL,Ravens,25,FB,Ben,Mason,Ben Mason,38,22,75,254,69,3490000,240000,927590400,0
ATL,Ravens,25,RG,Ben,Powers,Ben Powers,72,24,76,307,69,2540000,680000,846547200,2
ATL,Ravens,25,DT,Justin,Ellis,Justin Ellis,71,30,74,350,69,850000,140000,662256000,7
CHI,Bills,3,DT,Carlos,Basham Jr,Carlos Basham Jr,96,23,75,281,69,5624943,1450000,882230400,0
CHI,Bills,3,LE,Gregory,Rousseau,Gregory Rousseau,50,21,79,266,69,5810000,5800000,954892800,0
CHI,Bills,3,WR,Jake,Kumerow,Jake Kumerow,15,29,76,209,69,1420000,0,698284800,5
CHI,Bills,3,LOLB,Marquel,Lee,Marquel Lee,52,25,75,235,69,940000,30000,814233600,4
CHI,Bills,3,QB,Mitchell,Trubisky,Mitchell Trubisky,10,27,74,220,69,6000000,0,777340800,4
ATL,Panthers,21,LT,Cameron,Erving,Cameron Erving,75,29,77,313,69,2500000,7500000,714528000,6
ATL,Panthers,21,LOLB,Frankie,Luvu,Frankie Luvu,49,24,75,236,69,920000,180000,843091200,3
ATL,Panthers,21,TE,Ian,Thomas,Ian Thomas,80,25,75,260,69,3890000,760000,834019200,3
ATL,Panthers,21,SS,Lano,Hill,Lano Hill,40,25,73,216,69,850000,0,817344000,4
CHI,Bears,1,RT,Elijah,Wilkinson,Elijah Wilkinson,70,26,77,329,69,500000,490000,792374400,4
CHI,Bears,1,WR,Javon,Wims,Javon Wims,15,26,75,221,69,2460000,80000,779241600,3
CHI,Bears,1,ROLB,Jeremiah,Attaochu,Jeremiah Attaochu,50,28,75,252,69,3200000,1550000,727228800,7
CHI,Bears,1,FS,Jordan,Lucas,Jordan Lucas,23,28,72,190,69,600000,340000,744249600,5
CHI,Bengals,2,K,Austin,Seibert,Austin Seibert,3,24,69,211,69,2230000,0,848016000,2
CHI,Bengals,2,SS,Kavon,Frazier,Kavon Frazier,43,27,72,217,69,850000,0,776563200,5
CHI,Bengals,2,CB,Tony,Brown,Tony Brown,27,26,72,198,69,920000,0,805593600,3
CHI,Bengals,2,LG,Xavier,Su'a-Filo,Xavier Su'a-Filo,72,30,76,310,69,7690000,1000000,662688000,7
CHI,Browns,5,ROLB,Jacob,Phillips,Jacob Phillips,50,22,75,229,69,3500000,840000,922924800,1
CHI,Browns,5,WR,KhaDarel,Hodge,KhaDarel Hodge,12,26,74,205,69,850000,0,789091200,3
CHI,Browns,5,DT,Tommy,Togiai,Tommy Togiai,93,21,74,300,69,3490000,660000,937699200,0
KAN,Cowboys,11,LE,Dorance,Armstrong,Dorance Armstrong,92,24,76,255,69,2460000,680000,865900800,3
KAN,Cowboys,11,DT,Osa,Odighizuwa,Osa Odighizuwa,75,23,74,282,69,4020000,1070000,902966400,0
CHI,Broncos,4,TE,Albert,Okwuegbunam,Albert Okwuegbunam,85,23,77,258,69,3300000,750000,893462400,1
CHI,Broncos,4,C,Lloyd,Cushenberry III,Lloyd Cushenberry III,79,23,75,315,69,3300000,950000,880156800,1
CHI,Broncos,4,CB,Nate,Hairston,Nate Hairston,27,27,72,185,69,850000,0,772934400,4
ATL,Lions,19,WR,Chad,Hansen,Chad Hansen,15,26,74,202,69,850000,0,790387200,5
ATL,Lions,19,WR,Damion,Ratley,Damion Ratley,17,26,74,200,69,920000,0,797990400,3
ATL,Lions,19,SS,Dean,Marlowe,Dean Marlowe,31,29,73,208,69,550000,440000,712022400,6
ATL,Lions,19,WR,Kalif,Raymond,Kalif Raymond,11,27,68,182,69,850000,140000,776304000,4
ATL,Lions,19,K,Matthew,Wright,Matthew Wright,5,25,71,179,69,1280000,0,827452800,1
ATL,Lions,19,FS,Will,Harris,Will Harris,25,25,73,207,69,2540000,920000,819331200,2
ATL,Texans,32,DT,Brandon,Dunn,Brandon Dunn,92,28,74,310,69,8000000,4000000,715651200,7
ATL,Texans,32,TE,Brevin,Jordan,Brevin Jordan,9,21,75,247,69,3490000,340000,963705600,0
ATL,Texans,32,RE,DeMarcus,Walker,DeMarcus Walker,44,26,76,280,69,650000,800000,780883200,4
ATL,Texans,32,WR,Nico,Collins,Nico Collins,84,22,76,215,69,3960000,920000,921801600,0
KAN,Colts,10,LE,Ben,Banogu,Ben Banogu,52,25,75,250,69,3340000,2600000,822009600,2
KAN,Colts,10,FS,George,Odum,George Odum,30,27,73,200,69,2130000,0,752284800,3
KAN,Colts,10,FS,Ibraheim,Campbell,Ibraheim Campbell,33,29,71,208,69,1490000,0,705715200,6
ATL,Jaguars,17,FS,Andrew,Wingard,Andrew Wingard,42,24,72,209,69,1760000,0,849744000,2
ATL,Jaguars,17,WR,Collin,Johnson,Collin Johnson,19,23,78,222,69,3300000,310000,874972800,1
ATL,Jaguars,17,QB,Gardner,Minshew II,Gardner Minshew II,15,25,73,225,69,2540000,170000,832204800,2
ATL,Jaguars,17,TE,James,O'Shaughnessy,James O'Shaughnessy,80,29,76,245,69,1450000,140000,695347200,6
ATL,Jaguars,17,SS,Josh,Jones,Josh Jones,29,26,74,220,69,960000,30000,780019200,4
KAN,Chiefs,9,RG,Andrew,Wylie,Andrew Wylie,77,27,78,309,69,2130000,0,777254400,4
KAN,Chiefs,9,WR,Antonio,Callaway,Antonio Callaway,19,24,71,200,69,1160000,0,852768000,3
KAN,Chiefs,9,MLB,Ben,Niemann,Ben Niemann,56,26,74,235,69,1160000,400000,806803200,3
KAN,Chiefs,9,WR,Byron,Pringle,Byron Pringle,13,27,73,203,69,3380000,0,753494400,3
KAN,Chiefs,9,LOLB,Dorian,O'Daniel,Dorian O'Daniel,44,26,73,220,69,2510000,840000,778636800,3
ATL,Raiders,23,CB,Amik,Robertson,Amik Robertson,21,23,68,187,69,3300000,480000,899683200,1
ATL,Raiders,23,CB,Blidi,Wreh-Wilson,Blidi Wreh-Wilson,34,31,73,190,69,990000,0,628819200,8
ATL,Raiders,23,DT,Darius,Philon,Darius Philon,96,27,73,286,69,850000,0,759196800,4
ATL,Raiders,23,ROLB,Darron,Lee,Darron Lee,58,26,73,232,69,850000,0,782438400,5
ATL,Raiders,23,SS,Divine,Deablo,Divine Deablo,49,23,75,226,69,4980830,980000,903312000,0
ATL,Raiders,23,QB,Marcus,Mariota,Marcus Mariota,8,27,76,222,69,4000000,7000000,751939200,6
ATL,Raiders,23,HB,Theo,Riddick,Theo Riddick,35,30,69,201,69,900000,50000,673315200,8
ATL,Raiders,23,WR,Trey,Quinn,Trey Quinn,14,25,72,200,69,1350000,0,818294400,3
ARI,Chargers,8,DT,Christian,Covington,Christian Covington,95,27,74,305,69,850000,0,750729600,6
ARI,Chargers,8,CB,Ryan,Smith,Ryan Smith,23,27,71,189,69,1000000,500000,747360000,5
ATL,Rams,24,DT,Greg,Gaines,Greg Gaines,91,25,73,312,69,2500000,640000,831340800,2
ATL,Rams,24,ROLB,Ogbonnia,Okoronkwo,Ogbonnia Okoronkwo,45,26,74,253,69,2460000,280000,798681600,3
MIA,Dolphins,12,WR,Mack,Hollins,Mack Hollins,86,27,76,221,69,990000,0,748137600,4
MIN,Vikings,31,HB,Ameer,Abdullah,Ameer Abdullah,31,28,69,203,69,850000,0,739929600,6
MIN,Vikings,31,LT,Ezra,Cleveland,Ezra Cleveland,72,23,78,311,69,3580000,1960000,894585600,1
MIN,Vikings,31,LE,Jalyn,Holmes,Jalyn Holmes,90,25,77,283,69,2460000,720000,822528000,3
MIN,Vikings,31,HB,Kene,Nwangwu,Kene Nwangwu,26,23,72,210,69,3490000,740000,886982400,0
ATL,Patriots,22,MLB,Raekwon,McMillan,Raekwon McMillan,46,25,74,243,69,900000,250000,816566400,4
ATL,Saints,27,FB,Alex,Armah Jr,Alex Armah Jr,40,27,74,253,69,630000,360000,769132800,4
ATL,Saints,27,RE,Noah,Spence,Noah Spence,57,27,74,251,69,990000,0,757987200,5
ATL,Saints,27,ROLB,Pete,Werner,Pete Werner,20,23,75,235,69,5684680,1490000,897004800,0
ATL,Saints,27,DT,Shy,Tuttle,Shy Tuttle,99,25,75,300,69,1760000,0,814147200,2
ATL,Saints,27,LOLB,Zack,Baun,Zack Baun,53,24,74,225,69,3760000,1040000,851904000,1
ATL,Giants,16,WR,C.J.,Board,C.J. Board,18,27,73,181,69,850000,0,755654400,3
ATL,Giants,16,LOLB,Carter,Coughlin,Carter Coughlin,49,24,75,236,69,3300000,110000,869443200,1
ATL,Giants,16,TE,Kelvin,Benjamin,Kelvin Benjamin,83,30,77,240,69,850000,0,665712000,6
ATL,Jets,18,RT,George,Fant,George Fant,76,29,77,322,69,18550000,8750000,711504000,5
ATL,Jets,18,RG,Greg,Van Roten,Greg Van Roten,62,31,75,303,69,7500000,2840000,635990400,8
ATL,Jets,18,CB,Javelin,Guidry,Javelin Guidry,40,23,69,191,69,780000,0,902361600,1
ATL,Jets,18,RE,Kyle,Phillips,Kyle Phillips,93,24,76,273,69,1760000,0,862790400,2
ATL,Jets,18,TE,Ryan,Griffin,Ryan Griffin,86,31,78,255,69,7160000,3830000,632016000,8
ATL,Jets,18,HB,Ty,Johnson,Ty Johnson,25,23,71,210,69,2500000,0,874454400,2
MIA,Eagles,13,LT,Andre,Dillard,Andre Dillard,77,25,77,315,69,2000000,10370000,812678400,2
MIA,Eagles,13,P,Arryn,Siposs,Arryn Siposs,8,28,74,212,69,780000,30000,722649600,1
MIA,Eagles,13,WR,John,Hightower,John Hightower,82,25,73,190,69,3300000,310000,833500800,1
MIA,Eagles,13,CB,Josiah,Scott,Josiah Scott,46,22,69,185,69,2690000,0,923270400,1
MIA,Eagles,13,CB,Kevon,Seymour,Kevon Seymour,41,27,72,185,69,1420000,0,754617600,5
MIA,Eagles,13,TE,Richard,Rodgers,Richard Rodgers,85,29,76,257,69,890000,0,696038400,7
ATL,Steelers,29,WR,Ray-Ray,McCloud III,Ray-Ray McCloud III,14,24,69,190,69,1000000,0,845337600,4
ATL,Steelers,29,MLB,Robert,Spillane,Robert Spillane,41,25,73,229,69,850000,0,818899200,3
SFO,49ers,15,HB,Elijah,Mitchell,Elijah Mitchell,49,23,70,201,69,3490000,180000,894067200,0
SFO,49ers,15,FS,Tarvarius,Moore,Tarvarius Moore,33,25,74,200,69,2560000,800000,840153600,3
ATL,Seahawks,28,HB,Alex,Collins,Alex Collins,41,27,70,208,69,990000,0,777859200,5
ATL,Seahawks,28,RE,Rasheem,Green,Rasheem Green,94,24,76,279,69,2660000,920000,863654400,3
CHI,Buccaneers,6,LOLB,Anthony,Nelson,Anthony Nelson,98,24,79,271,69,2540000,760000,857433600,2
CHI,Buccaneers,6,FS,Curtis,Riley,Curtis Riley,39,29,72,190,69,850000,0,711417600,7
CHI,Buccaneers,6,ROLB,Joe,Tryon,Joe Tryon,9,22,77,259,69,5690000,5480000,925430400,0
CHI,Buccaneers,6,HB,Ke'Shawn,Vaughn,Ke'Shawn Vaughn,21,24,70,214,69,3690000,1020000,862704000,1
CHI,Buccaneers,6,MLB,Kevin,Minter,Kevin Minter,51,30,72,246,69,500000,490000,660182400,8
ATL,Titans,30,WR,Chester,Rogers,Chester Rogers,80,27,72,184,69,1160000,0,758332800,5
ATL,Titans,30,SS,Dane,Cruikshank,Dane Cruikshank,29,26,73,206,69,2460000,280000,798940800,3
ATL,Titans,30,HB,Darrynton,Evans,Darrynton Evans,32,23,70,203,69,3290000,880000,899942400,1
ATL,Commanders,26,WR,Antonio,Gandy-Golden,Antonio Gandy-Golden,11,23,76,223,69,3300000,480000,892252800,1
ATL,Commanders,26,CB,Benjamin,St-Juste,Benjamin St-Juste,25,23,75,202,69,4030000,1070000,873676800,0
ATL,Commanders,26,LOLB,David,Mayo,David Mayo,51,28,74,245,69,850000,0,745632000,6
ATL,Commanders,26,CB,Greg,Stroman,Greg Stroman,37,25,71,182,69,1530000,40000,826243200,3
ATL,Commanders,26,RG,Wes,Schweitzer,Wes Schweitzer,71,27,76,300,69,9500000,4000000,747705600,5
ARI,Cardinals,7,FS,Chris,Banjo,Chris Banjo,31,31,70,207,68,920000,70000,635990400,8
ARI,Cardinals,7,C,Lamont,Gaillard,Lamont Gaillard,53,25,75,305,68,2540000,160000,823737600,2
ATL,Falcons,14,LE,Jacob,Tuioti-Mariner,Jacob Tuioti-Mariner,91,25,74,285,68,850000,0,838252800,3
ATL,Falcons,14,RE,Marlon,Davidson,Marlon Davidson,90,23,75,303,68,3900000,3020000,894844800,1
ATL,Falcons,14,MLB,Mykal,Walker,Mykal Walker,43,24,75,230,68,3300000,750000,872726400,1
ATL,Falcons,14,WR,Olamide,Zaccheaus,Olamide Zaccheaus,17,24,68,193,68,1760000,0,869616000,2
ATL,Falcons,14,ROLB,Steven,Means,Steven Means,55,30,75,263,68,690000,300000,653443200,8
ATL,Ravens,25,WR,Deon,Cain,Deon Cain,17,25,74,202,68,1350000,0,839548800,3
ATL,Ravens,25,FS,Geno,Stone,Geno Stone,26,22,70,207,68,780000,0,924480000,1
ATL,Ravens,25,WR,Tylan,Wallace,Tylan Wallace,16,22,71,190,68,3490000,680000,926553600,0
CHI,Bills,3,HB,Antonio,Williams,Antonio Williams,28,23,71,215,68,1280000,0,877478400,1
CHI,Bills,3,FB,Reggie,Gilliam,Reggie Gilliam,81,24,73,244,68,2290000,20000,872035200,1
CHI,Bills,3,CB,Siran,Neal,Siran Neal,33,27,72,206,68,2460000,280000,775958400,3
CHI,Bills,3,MLB,Tyrell,Adams,Tyrell Adams,48,29,74,228,68,890000,100000,702950400,4
ATL,Panthers,21,LT,Greg,Little,Greg Little,74,23,77,310,68,3630000,4000000,878601600,2
ATL,Panthers,21,HB,Trenton,Cannon,Trenton Cannon,36,27,71,185,68,1670000,0,774921600,3
CHI,Bears,1,LE,Angelo,Blackson,Angelo Blackson,90,28,76,318,68,3000000,2500000,721699200,6
CHI,Bears,1,MLB,Austin,Calitro,Austin Calitro,60,27,72,240,68,850000,0,758160000,4
CHI,Bears,1,WR,Riley,Ridley,Riley Ridley,88,25,73,192,68,2540000,660000,837907200,2
CHI,Bears,1,CB,Teez,Tabor,Teez Tabor,37,24,72,201,68,1420000,0,851990400,5
CHI,Bengals,2,RG,Billy,Price,Billy Price,53,26,76,310,68,5110000,6600000,781833600,3
CHI,Bengals,2,DT,Renell,Wren,Renell Wren,95,25,77,315,68,2540000,660000,814406400,2
CHI,Bengals,2,DT,Tyler,Shelvin,Tyler Shelvin,99,23,74,346,68,3490000,720000,901065600,0
CHI,Browns,5,HB,D'Ernest,Johnson,D'Ernest Johnson,30,25,70,208,68,1760000,0,825379200,2
CHI,Browns,5,DT,Jordan,Elliott,Jordan Elliott,96,23,76,302,68,3700000,880000,880243200,1
CHI,Browns,5,CB,M.J.,Stewart Jr,M.J. Stewart Jr,36,25,71,200,68,2110000,0,811209600,3
CHI,Browns,5,ROLB,Mack,Wilson,Mack Wilson,51,23,73,233,68,2540000,290000,887414400,2
CHI,Browns,5,WR,Ryan,Switzer,Ryan Switzer,15,26,68,185,68,1420000,0,783907200,4
KAN,Cowboys,11,FS,Darian,Thompson,Darian Thompson,23,27,74,211,68,2300000,200000,748656000,5
CHI,Broncos,4,RE,DeShawn,Williams,DeShawn Williams,90,28,73,292,68,850000,0,725587200,6
CHI,Broncos,4,SS,Duke,Dawson Jr,Duke Dawson Jr,20,25,70,198,68,3220000,0,813542400,3
CHI,Broncos,4,FS,Jamar,Johnson,Jamar Johnson,41,21,72,197,68,3490000,300000,943228800,0
ATL,Lions,19,RG,Halapoulivaati,Vaitai,Halapoulivaati Vaitai,72,28,78,320,68,26000000,19000000,740188800,5
ATL,Lions,19,LOLB,Julian,Okwara,Julian Okwara,99,23,76,252,68,3770000,1160000,883180800,1
ATL,Lions,19,DT,Nick,Williams,Nick Williams,97,31,76,308,68,1570000,5900000,635558400,8
ATL,Packers,20,WR,Amari,Rodgers,Amari Rodgers,8,21,70,211,68,4899896,920000,938044800,0
ATL,Packers,20,WR,Equanimeous,St. Brown,Equanimeous St. Brown,19,24,77,214,68,2460000,120000,844041600,3
ATL,Packers,20,TE,Jace,Sternberger,Jace Sternberger,87,24,76,250,68,2860000,1000000,843696000,2
ATL,Packers,20,QB,Jordan,Love,Jordan Love,10,22,76,219,68,2000000,10380000,909964800,1
ATL,Packers,20,CB,Ka'Dar,Hollman,Ka'Dar Hollman,29,26,72,196,68,2540000,160000,779846400,2
ATL,Packers,20,RG,Lucas,Patrick,Lucas Patrick,62,28,75,313,68,3250000,360000,743990400,5
ATL,Packers,20,RE,Tyler,Lancaster,Tyler Lancaster,95,26,75,313,68,1050000,200000,783907200,3
ATL,Texans,32,LE,Derek,Rivers,Derek Rivers,95,27,77,250,68,950000,100000,768441600,4
ATL,Texans,32,WR,Donte,Moncrief,Donte Moncrief,12,28,74,216,68,870000,50000,744595200,7
ATL,Texans,32,MLB,Hardy,Nickerson,Hardy Nickerson,56,27,72,235,68,900000,50000,757728000,4
ATL,Texans,32,QB,Tyrod,Taylor,Tyrod Taylor,5,32,73,217,68,2840000,2500000,618105600,10
KAN,Colts,10,LE,Isaac,Rochell,Isaac Rochell,91,26,76,280,68,1250000,1250000,798508800,4
KAN,Colts,10,WR,J.J.,Nelson,J.J. Nelson,15,29,70,160,68,990000,0,704073600,6
ATL,Jaguars,17,RE,Jihad,Ward,Jihad Ward,59,27,77,287,68,500000,2000000,763344000,5
ATL,Jaguars,17,LOLB,Leon,Jacobs,Leon Jacobs,48,25,74,245,68,2460000,80000,812678400,3
KAN,Chiefs,9,WR,Chad,Williams,Chad Williams,84,26,73,204,68,1420000,0,782524800,4
KAN,Chiefs,9,C,Creed,Humphrey,Creed Humphrey,52,23,77,312,68,5565206,1400000,898992000,0
KAN,Chiefs,9,FB,Michael,Burton,Michael Burton,45,29,72,240,68,850000,0,696902400,6
KAN,Chiefs,9,ROLB,Willie,Gay,Willie Gay,50,23,73,243,68,3530000,1750000,887500800,1
ATL,Raiders,23,WR,Marcell,Ateman,Marcell Ateman,88,26,76,216,68,850000,0,779673600,3
ATL,Raiders,23,SS,Roderic,Teamer Jr,Roderic Teamer Jr,33,24,71,205,68,780000,0,863395200,2
ATL,Raiders,23,FS,Tyree,Gillespie,Tyree Gillespie,37,22,72,207,68,3490000,480000,904953600,0
ARI,Chargers,8,MLB,Kyzir,White,Kyzir White,44,25,74,218,68,3890000,640000,827625600,3
ATL,Rams,24,MLB,Kenny,Young,Kenny Young,41,25,73,234,68,3890000,160000,816393600,3
ATL,Rams,24,LOLB,Terrell,Lewis,Terrell Lewis,52,23,77,262,68,3700000,940000,904003200,1
ATL,Rams,24,MLB,Troy,Reeder,Troy Reeder,51,26,75,245,68,1760000,0,779414400,2
ATL,Rams,24,WR,Tutu,Atwell,Tutu Atwell,15,21,69,160,68,5908697,1650000,939254400,0
MIA,Dolphins,12,TE,Adam,Shaheen,Adam Shaheen,80,26,78,257,68,2930000,3800000,782956800,4
MIA,Dolphins,12,CB,Jamal,Perry,Jamal Perry,33,26,70,190,68,850000,0,782870400,4
MIA,Dolphins,12,LE,John,Jenkins,John Jenkins,90,32,75,333,68,800000,150000,616118400,8
MIA,Dolphins,12,RT,Liam,Eichenberg,Liam Eichenberg,74,23,78,306,68,8014479,3180000,885168000,0
MIA,Dolphins,12,WR,Lynn,Bowden Jr,Lynn Bowden Jr,6,23,71,204,68,3720000,0,876787200,1
MIA,Dolphins,12,HB,Patrick,Laird,Patrick Laird,32,26,72,197,68,1760000,0,808617600,2
MIA,Dolphins,12,WR,Robert,Foster,Robert Foster,16,27,74,196,68,960000,100000,768268800,3
MIA,Dolphins,12,RE,Zach,Sieler,Zach Sieler,92,25,78,297,68,6000000,3300000,810432000,3
MIN,Vikings,31,WR,Chad,Beebe,Chad Beebe,12,27,70,183,68,920000,0,770428800,3
MIN,Vikings,31,K,Greg,Joseph,Greg Joseph,1,27,72,208,68,1280000,0,775958400,3
MIN,Vikings,31,ROLB,Ryan,Connelly,Ryan Connelly,57,25,74,236,68,2500000,0,814406400,2
MIN,Vikings,31,CB,Tye,Smith,Tye Smith,5,28,72,195,68,850000,0,736387200,5
ATL,Patriots,22,HB,Brandon,Bolden,Brandon Bolden,25,31,71,220,68,850000,1130000,633312000,9
ATL,Patriots,22,FS,Cody,Davis,Cody Davis,22,32,74,203,68,2300000,2000000,613094400,8
ATL,Patriots,22,HB,J.J.,Taylor,J.J. Taylor,42,23,65,185,68,1670000,0,883872000,1
ATL,Patriots,22,HB,Rhamondre,Stevenson,Rhamondre Stevenson,20,23,72,227,68,3490000,740000,888192000,0
ATL,Saints,27,WR,Marquez,Callaway,Marquez Callaway,12,23,73,204,68,2200000,100000,890956800,1
ATL,Saints,27,TE,Nick,Vannett,Nick Vannett,81,28,78,261,68,6600000,1400000,731376000,5
ATL,Saints,27,CB,Paulson,Adebo,Paulson Adebo,29,22,73,198,68,4020000,1020000,930960000,0
ATL,Saints,27,RE,Payton,Turner,Payton Turner,98,22,77,270,68,6060000,6480000,915667200,0
ATL,Saints,27,DT,Ryan,Glasgow,Ryan Glasgow,95,27,75,300,68,1420000,0,749347200,4
ATL,Giants,16,CB,Aaron,Robinson,Aaron Robinson,33,23,72,190,68,4040000,1110000,879120000,0
ATL,Giants,16,DT,Austin,Johnson,Austin Johnson,98,27,76,314,68,500000,2500000,768355200,5
ATL,Giants,16,TE,Kaden,Smith,Kaden Smith,82,24,77,249,68,3000000,0,861840000,2
ATL,Giants,16,C,Nick,Gates,Nick Gates,65,25,77,307,68,4830000,2680000,817430400,3
ATL,Giants,16,CB,Quincy,Wilson,Quincy Wilson,28,25,74,193,68,1350000,0,840153600,4
ATL,Giants,16,P,Riley,Dixon,Riley Dixon,9,28,76,221,68,7270000,2640000,746150400,5
ATL,Giants,16,ROLB,Ryan,Anderson,Ryan Anderson,46,27,74,253,68,850000,140000,776649600,4
ATL,Giants,16,CB,Sam,Beal,Sam Beal,34,25,73,177,68,3040000,1040000,841363200,3
ATL,Giants,16,RG,Zach,Fulton,Zach Fulton,73,29,77,321,68,850000,140000,685584000,7
ATL,Jets,18,RE,Bryce,Huff,Bryce Huff,47,23,75,255,68,2220000,90000,892771200,1
ATL,Jets,18,RT,Chuma,Edoga,Chuma Edoga,70,24,75,308,68,2720000,870000,864518400,2
ATL,Jets,18,CB,Corey,Ballentine,Corey Ballentine,27,25,71,191,68,2540000,0,829353600,2
ATL,Jets,18,C,Dan,Feeney,Dan Feeney,67,27,76,310,68,500000,3000000,770169600,4
ATL,Jets,18,HB,Josh,Adams,Josh Adams,36,24,74,225,68,920000,0,846547200,3
